uniqueID,DraftYear,"Player Name (Last Name, First Name)",Position,Height in Ft & In,Weight in lbs,Standing vertical Jump,Maximum Vertical Jump (with steps),three-quarter court sprint,lane agility drill,Bench Press test,Drafted?,Player
764,2013,"Paul, Brandon",SG,"6'3""",201.0,33.5,39.5,3.37,11.16,15.0,No,Brandon Paul
765,2013,"Pelle, Norvel",PF-C,"6'10""",207.2,31.0,34.5,3.32,11.49,0.0,No,Norvel Pelle
766,2013,"Plumlee, Mason",C-PF,"6'11""",238.2,30.5,36.0,3.29,10.89,14.0,Yes,Mason Plumlee
767,2013,"Porter, Otto",SF,"6'8""",197.6,27.0,36.0,3.4,11.25,9.0,No,Otto Porter
768,2013,"Pressey, Phil",PG,"5'10""",177.0,33.0,38.5,3.13,10.86,7.0,No,Phil Pressey
769,2013,"Rice, Glen",SF-SG,"6'4""",210.8,33.0,40.5,3.25,10.99,10.0,No,Glen Rice
770,2013,"Roberson, Andre",PF-SF,"6'6""",205.8,30.0,36.5,3.34,11.36,10.0,Yes,Andre Roberson
771,2013,"Schroder, Dennis",PG,"6'1""",164.8,30.0,34.0,3.21,11.09,1.0,No,Dennis Schroder
772,2013,"Siva, Peyton",PG,"5'12""",180.6,33.5,41.5,3.16,10.59,15.0,Yes,Peyton Siva
773,2013,"Snell, Tony",SF-SG,"6'6""",198.2,30.0,36.5,3.25,11.36,7.0,Yes,Tony Snell
774,2013,"Southerland, James",SF-PF,"6'7""",220.6,29.0,32.0,3.38,10.9,5.0,No,James Southerland
775,2013,"Thomas, Adonis",SF,"6'5""",231.8,34.5,40.5,3.32,11.64,13.0,No,Adonis Thomas
776,2013,"Thomas, Deshaun",SF,"6'5""",219.8,28.5,32.0,3.53,12.94,5.0,Yes,Deshaun Thomas
777,2013,"Withey, Jeff",C,"6'11""",221.8,26.5,29.0,3.47,12.49,10.0,Yes,Jeff Withey
778,2013,"Wolters, Nate",PG,"6'4""",196.4,,,,,8.0,Yes,Nate Wolters
779,2013,"Young, BJ",SG-PG,"6'2""",178.8,,,,,,No,BJ Young
780,2013,"Zeller, Cody",C-PF,"6'11""",230.0,35.5,37.5,3.15,10.82,17.0,Yes,Cody Zeller
781,2012,"Acy, Quincy",PF,"6'6""",223.8,32.0,37.0,3.28,10.48,13.0,Yes,Quincy Acy
782,2012,"Barnes, Harrison",SF-SG,"6'7""",227.8,38.0,39.5,3.16,10.93,15.0,Yes,Harrison Barnes
783,2012,"Barton, Will",SG-SF,"6'5""",174.4,30.0,34.0,3.6,12.5,0.0,Yes,Will Barton
784,2012,"Beal, Bradley",SG,"6'3""",201.8,33.0,39.0,3.28,10.95,8.0,Yes,Bradley Beal
785,2012,"Brown, J'Covan",PG,"6'1""",202.4,26.0,29.5,3.47,11.68,3.0,No,J'Covan Brown
786,2012,"Buford, William",SG-SF,"6'4""",214.6,27.5,32.5,3.43,11.4,8.0,No,William Buford
787,2012,"Crowder, Jae",SF,"6'5""",241.2,31.0,34.5,3.37,11.45,20.0,Yes,Jae Crowder
788,2012,"Cunningham, Jared",SG-PG,"6'4""",187.6,,,,,4.0,Yes,Jared Cunningham
789,2012,"Davis, Anthony",PF-C,"6'9""",221.8,,,,,,Yes,Anthony Davis
790,2012,"Denmon, Marcus",SG,"6'2""",188.2,33.5,40.0,3.19,10.82,8.0,Yes,Marcus Denmon
791,2012,"Drummond, Andre",C,"6'10""",278.6,31.5,33.5,3.39,10.83,10.0,Yes,Andre Drummond
792,2012,"English, Kim",SG,"6'4""",192.0,29.0,36.5,3.33,10.59,,Yes,Kim English
793,2012,"Ezeli, Festus",C-PF,"6'10""",264.2,34.0,33.5,3.29,12.35,18.0,Yes,Festus Ezeli
794,2012,"Gordon, Drew",PF,"6'8""",239.0,29.0,34.0,3.49,11.35,10.0,No,Drew Gordon
795,2012,"Green, Draymond",PF-SF,"6'6""",235.6,28.0,33.0,3.4,11.01,9.0,Yes,Draymond Green
796,2012,"Green, JaMychal",PF,"6'8""",217.4,29.5,32.5,3.38,10.63,19.0,No,JaMychal Green
797,2012,"Harkless, Maurice",SF,"6'7""",206.6,32.5,37.0,3.25,10.87,5.0,Yes,Maurice Harkless
798,2012,"Henson, John",PF,"6'9""",216.0,25.5,30.0,,,5.0,Yes,John Henson
799,2012,"Holloway, Tu",PG,"5'10""",186.8,28.0,35.0,3.42,11.0,12.0,No,Tu Holloway
800,2012,"Hummel, Robbie",SF,"6'7""",218.0,27.5,30.0,3.41,11.56,13.0,Yes,Robbie Hummel
801,2012,"James, Bernard",PF,"6'9""",229.8,30.0,32.5,3.4,11.84,6.0,Yes,Bernard James
802,2012,"Jenkins, John",SG,"6'3""",212.0,30.5,36.5,3.37,11.36,10.0,Yes,John Jenkins
803,2012,"Johnson-Odom, Darius",SG,"6'2""",212.0,33.5,41.5,3.21,10.76,17.0,No,Darius Johnson-Odom
804,2012,"Johnson, Orlando",SG,"6'4""",223.8,32.0,39.5,3.25,10.98,13.0,Yes,Orlando Johnson
805,2012,"Jones, Kevin",PF,"6'6""",251.2,27.5,32.5,3.6,11.94,17.0,No,Kevin Jones
806,2012,"Jones, Perry",PF-SF,"6'10""",233.8,33.0,38.5,3.19,11.31,11.0,Yes,Perry Jones
807,2012,"Jones, Terrence",PF-SF,"6'8""",252.0,29.5,34.5,3.4,11.57,12.0,Yes,Terrence Jones
808,2012,"Joseph, Kris",SG,"6'6""",215.0,28.5,35.0,3.46,,6.0,Yes,Kris Joseph
809,2012,"Kidd-Gilchrist, Michael",SF,"6'6""",232.8,32.0,35.5,3.18,11.77,6.0,No,Michael Kidd-Gilchrist
810,2012,"Lamb, Doron",SG-PG,"6'3""",199.4,29.0,33.5,3.41,11.12,2.0,Yes,Doron Lamb
811,2012,"Lamb, Jeremy",SG,"6'4""",179.2,31.5,38.0,3.25,10.98,5.0,Yes,Jeremy Lamb
812,2012,"Leonard, Meyers",C,"6'12""",249.8,30.0,32.5,3.41,11.34,19.0,Yes,Meyers Leonard
813,2012,"Lillard, Damian",PG,"6'2""",188.8,34.5,39.5,3.34,11.15,13.0,Yes,Damian Lillard
814,2012,"Machado, Scott",PG,"6'1""",205.8,27.0,32.5,3.3,11.26,17.0,No,Scott Machado
815,2012,"Marshall, Kendall",PG,"6'3""",198.4,31.0,37.0,3.23,12.03,,Yes,Kendall Marshall
816,2012,"Melo, Fab",C,"6'11""",255.0,29.5,31.0,3.44,12.14,9.0,Yes,Fab Melo
817,2012,"Middleton, Khris",SF,"6'7""",216.2,28.0,31.0,3.47,11.45,4.0,Yes,Khris Middleton
818,2012,"Miller, Darius",SF-SG,"6'6""",233.4,33.0,37.0,3.31,11.34,14.0,Yes,Darius Miller
819,2012,"Miller, Quincy",SF,"6'9""",218.7,30.5,36.0,3.48,11.05,8.0,Yes,Quincy Miller
820,2012,"Moultrie, Arnett",PF,"6'10""",232.8,33.5,37.5,3.22,11.32,10.0,Yes,Arnett Moultrie
821,2012,"Murphy, Kevin",SG,"6'5""",194.0,31.0,36.5,3.42,10.97,11.0,Yes,Kevin Murphy
822,2012,"Nicholson, Andrew",PF,"6'8""",234.0,28.5,30.5,3.67,11.89,10.0,Yes,Andrew Nicholson
823,2012,"O'Quinn, Kyle",PF,"6'8""",240.8,31.5,31.5,3.53,11.65,,No,Kyle O'Quinn
824,2012,"Plumlee, Miles",PF-C,"6'10""",252.4,34.0,40.5,3.36,10.64,15.0,Yes,Miles Plumlee
825,2012,"Rivers, Austin",SG-PG,"6'4""",202.8,32.5,37.5,3.32,11.54,1.0,Yes,Austin Rivers
826,2012,"Robinson, Thomas",PF,"6'8""",244.2,28.5,35.5,3.17,11.96,15.0,Yes,Thomas Robinson
827,2012,"Ross, Terrence",SG-SF,"6'6""",196.6,31.0,37.5,3.28,11.78,2.0,Yes,Terrence Ross
828,2012,"Satoransky, Tomas",PG-SG,"6'6""",200.6,,,,,,No,Tomas Satoransky
829,2012,"Scott, Mike",PF,"6'7""",240.8,27.0,32.5,3.44,11.59,14.0,Yes,Mike Scott
830,2012,"Sims, Henry",C-PF,"6'10""",241.2,26.5,29.5,3.44,12.33,7.0,No,Henry Sims
831,2012,"Sullinger, Jared",PF,"6'8""",268.2,29.5,31.0,3.81,12.77,9.0,Yes,Jared Sullinger
832,2012,"Taylor, Jeff",SF-SG,"6'6""",212.8,33.5,40.0,3.29,10.87,15.0,Yes,Jeff Taylor
833,2012,"Taylor, Jordan",PG,"6'1""",192.8,33.0,36.5,3.19,10.57,14.0,No,Jordan Taylor
834,2012,"Taylor, Tyshawn",PG,"6'3""",177.0,32.0,36.5,3.2,11.48,0.0,Yes,Tyshawn Taylor
835,2012,"Teague, Marquis",PG,"6'1""",179.8,32.5,40.5,3.19,10.65,8.0,Yes,Marquis Teague
836,2012,"Thompson, Hollis",SF,"6'7""",206.0,28.5,36.5,3.38,11.72,6.0,No,Hollis Thompson
837,2012,"Waiters, Dion",SG,"6'2""",221.0,,,,,,Yes,Dion Waiters
838,2012,"White, Royce",PF,"6'7""",260.6,,,,,,Yes,Royce White
839,2012,"Wroten, Tony",PG,"6'5""",203.2,30.0,35.5,3.24,10.75,0.0,Yes,Tony Wroten
840,2012,"Zeller, Tyler",PF-C,"6'11""",247.4,30.0,34.0,3.4,11.13,16.0,Yes,Tyler Zeller
841,2011,"Benson, Keith",C-PF,"6'10""",217.0,31.5,36.0,3.35,11.88,12.0,Yes,Keith Benson
842,2011,"Brooks, Marshon",SG,"6'4""",194.6,34.0,38.5,3.09,10.74,5.0,Yes,Marshon Brooks
843,2011,"Burks, Alec",SG,"6'5""",192.6,29.0,36.0,3.17,10.96,5.0,Yes,Alec Burks
844,2011,"Butler, Jimmy",SF,"6'6""",222.2,32.0,39.0,3.15,11.12,14.0,Yes,Jimmy Butler
845,2011,"Cole, Norris",PG,"6'0""",174.4,29.5,38.5,3.22,10.07,11.0,Yes,Norris Cole
846,2011,"Diebler, Jon",SG,"6'5""",196.6,28.0,35.0,3.37,10.94,2.0,Yes,Jon Diebler
847,2011,"Dunigan, Michael",PF-C,"6'8""",237.6,29.5,34.5,3.27,11.85,10.0,No,Michael Dunigan
848,2011,"Dunn, LaceDarius",SG,"6'3""",187.8,26.5,31.0,3.27,11.45,3.0,No,LaceDarius Dunn
849,2011,"Faried, Kenneth",PF,"6'6""",224.6,30.5,35.0,3.26,11.35,16.0,Yes,Kenneth Faried
850,2011,"Fredette, James",PG,"6'1""",196.0,28.0,33.0,3.21,10.42,14.0,No,James Fredette
851,2011,"Goudelock, Andrew",PG,"6'1""",197.6,32.5,37.0,3.1,10.33,4.0,Yes,Andrew Goudelock
852,2011,"Hamilton, Jordan",SF,"6'7""",228.4,25.0,32.0,3.3,11.47,7.0,Yes,Jordan Hamilton
853,2011,"Harper, Justin",PF-SF,"6'8""",228.0,28.5,33.0,3.3,11.92,19.0,Yes,Justin Harper
854,2011,"Harris, Tobias",SF-PF,"6'6""",222.8,31.5,37.5,3.17,10.96,12.0,Yes,Tobias Harris
855,2011,"Honeycutt, Tyler",SF,"6'7""",186.8,30.0,37.0,3.07,11.68,,Yes,Tyler Honeycutt
856,2011,"Hopson, Scotty",SG,"6'6""",204.6,32.5,36.0,3.18,10.47,10.0,No,Scotty Hopson
857,2011,"Irving, Kyrie",PG,"6'2""",191.0,,,,,,Yes,Kyrie Irving
858,2011,"Jackson, Rick",PF,"6'8""",241.8,28.5,33.0,3.26,11.51,9.0,No,Rick Jackson
859,2011,"Jenkins, Charles",PG-SG,"6'2""",216.4,29.5,34.0,3.18,11.68,16.0,Yes,Charles Jenkins
860,2011,"Johnson, JaJuan",PF,"6'9""",219.8,33.5,38.0,3.14,11.21,15.0,Yes,JaJuan Johnson
861,2011,"Joseph, Cory",PG,"6'2""",186.2,27.5,35.0,3.27,10.75,5.0,Yes,Cory Joseph
862,2011,"Kanter, Enes",PF-C,"6'10""",259.2,26.0,32.5,3.26,11.3,14.0,No,Enes Kanter
863,2011,"Knight, Brandon",PG,"6'2""",176.8,29.0,37.5,3.07,10.74,10.0,Yes,Brandon Knight
864,2011,"Lee, Malcolm",SG,"6'4""",198.2,30.0,35.5,3.09,11.2,17.0,Yes,Malcolm Lee
865,2011,"Leonard, Kawhi",SF,"6'6""",227.4,25.5,32.0,3.15,11.45,3.0,Yes,Kawhi Leonard
866,2011,"Leslie, Travis",SG,"6'3""",205.0,33.0,40.5,3.13,11.0,10.0,Yes,Travis Leslie
867,2011,"Leuer, Jon",PF,"6'10""",223.2,29.5,36.5,3.36,10.82,14.0,Yes,Jon Leuer
868,2011,"Liggins, DeAndre",SF-SG,"6'5""",202.2,27.0,31.0,3.33,,6.0,Yes,DeAndre Liggins
869,2011,"Lighty, David",SG,"6'5""",216.2,28.5,33.0,3.25,10.81,15.0,No,David Lighty
870,2011,"Mack, Shelvin",PG,"6'1""",209.0,32.0,39.0,3.18,11.23,17.0,Yes,Shelvin Mack
871,2011,"McCamey, Demetri",PG,"6'2""",204.0,27.0,33.0,3.19,11.55,,No,Demetri McCamey
872,2011,"Moore, E'Twaun",SG,"6'2""",191.4,32.0,34.5,3.31,11.12,,No,E'Twaun Moore
873,2011,"Morris, Darius",PG-SG,"6'3""",190.0,24.5,32.0,3.2,11.0,12.0,Yes,Darius Morris
874,2011,"Morris, Marcus",PF-SF,"6'7""",229.6,29.0,33.0,3.15,,11.0,Yes,Marcus Morris
875,2011,"Morris, Markieff",PF,"6'8""",240.8,27.0,31.5,3.4,,11.0,Yes,Markieff Morris
876,2011,"Parsons, Chandler",SF,"6'9""",221.2,25.5,31.5,3.29,11.05,4.0,Yes,Chandler Parsons
877,2011,"Richmond, Jereme",SF,"6'6""",207.2,27.0,33.5,3.02,11.74,0.0,No,Jereme Richmond
878,2011,"Selby, Josh",SG-PG,"6'2""",194.6,29.5,42.0,3.2,11.13,5.0,Yes,Josh Selby
879,2011,"Shumpert, Iman",PG-SG,"6'4""",221.8,36.5,42.0,3.18,11.1,18.0,Yes,Iman Shumpert
880,2011,"Singler, Kyle",SF,"6'8""",228.0,23.0,30.0,3.21,11.22,10.0,Yes,Kyle Singler
881,2011,"Singleton, Chris",SF,"6'8""",230.2,30.5,37.5,3.09,11.33,15.0,Yes,Chris Singleton
882,2011,"Skeen, Jamie",PF,"6'6""",241.6,26.0,30.5,3.46,12.43,10.0,No,Jamie Skeen
883,2011,"Smith, Gregory",PF-C,"6'8""",252.8,29.5,36.0,3.36,12.43,17.0,No,Gregory Smith
884,2011,"Smith, Nolan",PG,"6'2""",187.6,28.5,34.0,3.17,11.05,9.0,Yes,Nolan Smith
885,2011,"Thomas, Isaiah",PG,"5'9""",186.0,31.5,40.0,3.14,10.49,13.0,Yes,Isaiah Thomas
886,2011,"Thomas, Malcolm",PF,"6'8""",223.0,32.0,36.5,3.29,11.31,3.0,No,Malcolm Thomas
887,2011,"Thompkins, Trey",PF,"6'8""",239.0,27.5,30.5,3.41,11.72,15.0,Yes,Trey Thompkins
888,2011,"Thompson, Klay",SG,"6'6""",205.6,26.5,31.5,3.24,10.99,5.0,Yes,Klay Thompson
889,2011,"Thompson, Tristan",PF,"6'8""",227.4,30.0,35.0,3.26,10.92,9.0,Yes,Tristan Thompson
890,2011,"Tyler, Jeremy",PF-C,"6'9""",262.4,28.0,33.5,3.29,11.26,10.0,Yes,Jeremy Tyler
891,2011,"Vucevic, Nikola",PF-C,"6'10""",259.8,23.5,25.0,3.27,12.02,8.0,No,Nikola Vucevic
892,2011,"Walker, Kemba",PG,"5'12""",184.0,32.0,39.5,3.16,10.87,7.0,Yes,Kemba Walker
893,2011,"Williams, Derrick",PF-SF,"6'7""",248.4,29.0,34.5,3.23,11.03,19.0,Yes,Derrick Williams
894,2011,"Williams, Jordan",PF,"6'8""",247.2,25.0,30.5,3.45,12.74,10.0,Yes,Jordan Williams
895,2010,"Alabi, Solomon",C,"6'12""",237.4,22.5,26.0,3.68,13.2,10.0,Yes,Solomon Alabi
896,2010,"Aldrich, Cole",C,"6'9""",236.0,23.0,28.0,3.35,11.48,10.0,Yes,Cole Aldrich
897,2010,"Aminu, Al-Farouq",SF,"6'7""",216.0,27.0,33.5,3.3,11.29,13.0,No,Al-Farouq Aminu
898,2010,"Anderson, James",SF,"6'5""",207.6,30.0,35.5,3.19,11.86,14.0,Yes,James Anderson
899,2010,"Babbitt, Luke",SF-PF,"6'8""",217.8,29.5,37.5,3.4,10.98,15.0,Yes,Luke Babbitt
900,2010,"Bledsoe, Eric",PG,"6'0""",191.6,,,,,9.0,Yes,Eric Bledsoe
901,2010,"Booker, Trevor",PF,"6'6""",235.8,31.0,36.0,3.1,11.15,22.0,Yes,Trevor Booker
902,2010,"Brackins, Craig",PF-SF,"6'8""",229.0,26.0,35.0,3.39,11.65,6.0,Yes,Craig Brackins
903,2010,"Bradley, Avery",SG-PG,"6'2""",180.4,31.5,37.5,3.14,11.47,2.0,Yes,Avery Bradley
904,2010,"Caracter, Derrick",PF,"6'8""",280.0,25.0,30.5,3.61,12.78,22.0,Yes,Derrick Caracter
905,2010,"Collins, Sherron",PG,"5'10""",217.2,27.5,33.0,3.24,12.31,,No,Sherron Collins
906,2010,"Cousins, DeMarcus",C,"6'10""",291.8,23.5,27.5,3.55,11.4,,Yes,DeMarcus Cousins
907,2010,"Crawford, Jordan",SG,"6'3""",198.4,31.5,34.5,3.37,11.03,7.0,Yes,Jordan Crawford
908,2010,"Davis, Ed",PF,"6'9""",226.6,31.0,36.0,3.21,11.7,,Yes,Ed Davis
909,2010,"Ebanks, Devin",SF,"6'7""",207.8,23.5,32.0,3.44,11.69,6.0,Yes,Devin Ebanks
910,2010,"Favors, Derrick",PF,"6'9""",245.2,31.5,35.5,3.25,11.74,14.0,Yes,Derrick Favors
911,2010,"Gallon, Keith",PF-C,"6'8""",301.8,23.5,28.5,3.7,13.44,14.0,No,Keith Gallon
912,2010,"Garcia, Charles",SF,"6'8""",231.6,24.5,30.5,3.23,11.65,2.0,No,Charles Garcia
913,2010,"George, Paul",SF,"6'8""",214.4,,,,,4.0,Yes,Paul George
914,2010,"Harangody, Luke",PF,"6'6""",240.2,24.0,28.5,3.41,11.83,23.0,Yes,Luke Harangody
915,2010,"Harris, Manny",SG,"6'4""",185.1,,,,,11.0,No,Manny Harris
916,2010,"Hayward, Gordon",SF,"6'7""",211.0,30.5,34.5,3.22,11.73,10.0,Yes,Gordon Hayward
917,2010,"Hayward, Lazar",SG-SF,"6'4""",225.8,31.0,36.0,3.31,10.87,15.0,Yes,Lazar Hayward
918,2010,"Henry, Xavier",SG,"6'5""",210.2,28.5,36.5,3.18,11.1,8.0,Yes,Xavier Henry
919,2010,"Hobson, Darington",SG-SF,"6'5""",203.6,29.0,34.0,3.25,11.68,,Yes,Darington Hobson
920,2010,"James, Damion",SF,"6'6""",226.6,29.0,33.0,3.2,10.89,13.0,Yes,Damion James
921,2010,"Johnson, Armon",PG-SG,"6'2""",195.2,31.5,38.5,3.19,11.25,18.0,Yes,Armon Johnson
922,2010,"Johnson, Wesley",SF,"6'6""",206.4,32.0,37.0,3.14,11.43,16.0,Yes,Wesley Johnson
923,2010,"Jones, Dominique",SG,"6'3""",216.0,26.0,32.5,3.31,10.88,19.0,Yes,Dominique Jones
924,2010,"Jordan, Jerome",C,"6'12""",244.2,,,,,,Yes,Jerome Jordan
925,2010,"Landesberg, Sylven",SG,"6'5""",210.0,28.0,32.0,3.36,11.59,8.0,No,Sylven Landesberg
926,2010,"Lawal, Gani",PF,"6'8""",233.4,27.0,31.5,3.24,11.61,20.0,Yes,Gani Lawal
927,2010,"Monroe, Greg",PF-C,"6'10""",246.6,25.0,29.0,3.35,12.1,15.0,Yes,Greg Monroe
928,2010,"Orton, Daniel",C,"6'9""",269.2,24.0,30.5,3.39,12.32,13.0,Yes,Daniel Orton
929,2010,"Parakhouski, Artsiom",C,"6'10""",268.2,25.5,26.5,3.33,12.07,16.0,No,Artsiom Parakhouski
930,2010,"Patterson, Patrick",PF,"6'8""",239.6,28.5,33.5,3.25,11.14,17.0,Yes,Patrick Patterson
931,2010,"Pittman, Dexter",PF-C,"6'10""",302.6,,,,,,Yes,Dexter Pittman
932,2010,"Rautins, Andy",SG,"6'4""",191.6,23.5,30.5,3.49,11.27,8.0,Yes,Andy Rautins
933,2010,"Richards, Ryan",PF,"6'10""",230.2,25.0,28.5,3.37,11.33,4.0,Yes,Ryan Richards
934,2010,"Robinson, Stanley",SF,"6'6""",213.2,,37.5,3.23,11.65,6.0,Yes,Stanley Robinson
935,2010,"Sanders, Larry",PF-C,"6'9""",222.4,25.5,28.0,3.27,12.49,7.0,Yes,Larry Sanders
936,2010,"Scheyer, Jon",PG-SG,"6'5""",180.0,,,,,,No,Jon Scheyer
937,2010,"Stephenson, Lance",SG,"6'4""",227.0,27.0,33.0,3.38,11.39,10.0,Yes,Lance Stephenson
938,2010,"Torrance, Mikhail",PG,"6'4""",208.8,23.0,32.0,3.17,11.43,8.0,No,Mikhail Torrance
939,2010,"Turner, Evan",SG,"6'6""",213.8,27.5,34.5,3.27,11.06,9.0,Yes,Evan Turner
940,2010,"Udoh, Ekpe",PF,"6'9""",237.4,31.0,33.5,3.29,11.15,10.0,Yes,Ekpe Udoh
941,2010,"Varnado, Jarvis",PF-C,"6'8""",210.2,29.5,32.5,3.37,11.61,3.0,Yes,Jarvis Varnado
942,2010,"Vasquez, Greivis",PG-SG,"6'5""",210.8,,,,,,No,Greivis Vasquez
943,2010,"Wall, John",PG,"6'3""",195.6,30.0,39.0,3.14,10.84,,Yes,John Wall
944,2010,"Warren, Willie",SG-PG,"6'2""",208.4,23.0,31.5,3.5,11.21,10.0,Yes,Willie Warren
945,2010,"White, Terrico",SG-PG,"6'4""",202.6,31.0,40.0,3.15,11.38,10.0,Yes,Terrico White
946,2010,"Whiteside, Hassan",C-PF,"6'10""",226.6,27.0,31.5,3.54,11.83,12.0,Yes,Hassan Whiteside
